city,state,country,source,wmonum,latitude,longitude,timezone,elevation,link
Detroit City Airport,MI,USA,TMY3,725375,42.4,-83,-5,190,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Detroit-City.AP.725375_TMY3.zip
Minot Faa Ap,ND,USA,TMY3,727676,48.27,-101.28,-6,523,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ND_Minot.Intl.AP.727676_TMY3.zip
BUENOS AIRES,-,ARG,IWEC Data,875760,-34.82,-58.53,-3,20,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/ARG_Buenos.Aires.875760_IWEC.zip
Andrews Afb,MD,USA,TMY3,745940,38.82,-76.87,-5,86,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MD_Andrews.AFB.745940_TMY3.zip
Nanning,Guangxi Zhuang,CHN,CSWD,594310,22.63,108.22,8,121.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guangxi.Zhuang.Nanning.594310_CSWD.zip
Rutland State,VT,USA,TMY3,725165,43.52,-72.95,-5,246,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_VT_Rutland.State.AP.725165_TMY3.zip
Winnemucca Municipal Arpt,NV,USA,TMY3,725830,40.9,-117.8,-8,1310,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NV_Winnemucca.Muni.AP.725830_TMY3.zip
KUNMING,-,CHN,IWEC Data,567780,25.02,102.68,8,1892,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Yunnan.Kunming.567780_IWEC.zip
Mont Joli,PQ,CAN,WYEC2-B-14639,717180,48.6,-68.22,-5,52,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_PQ_Mont.Joli.717180_CWEC.zip
ACCRA/KOTOKA_INTL,-,GHA,SWERA,654720,5.6,-0.17,0,69,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/GHA_Accra.654720_SWERA.zip
Nelson,Marlborough,New Zealand,TMY2 NIWA 4271 G13322,935460,-41.3,173.22,12,4,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/NZL_Nelson.Marlborough-Nelson.NM.935460_NIWA.zip
GRAND_JUNCTION,CO,USA,TMY2-23066,724760,39.12,-108.53,-7,1475,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Grand.Junction.724760_TMY2.zip
Van Nuys Airport,CA,USA,TMY3,722886,34.22,-118.48,-8,235,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Van.Nuys.AP.722886_TMY3.zip
TAIPEI,-,TWN,IWEC Data,466960,25.07,121.55,8,6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/TWN_Taipei.466960_IWEC.zip
Cut Bank Muni Ap,MT,USA,TMY3,727796,48.6,-112.37,-7,1170,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MT_Cut.Bank.Muni.AP.727796_TMY3.zip
Dubois Faa Ap,PA,USA,TMY3,725125,41.18,-78.9,-5,553,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_DuBois-Jefferson.County.AP.725125_TMY3.zip
Guam Wfo,GU,GUM,TMY3,912120,13.48,144.8,10,77,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/GUM_Tamuning-Won.Pat.Intl.AP.912120_TMY3.zip
KIRUNA,-,SWE,IWEC Data,20440,67.82,20.33,1,452,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/SWE_Kiruna.020440_IWEC.zip
Red Wing,MN,USA,TMY3,726564,44.58,-92.48,-6,239,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Red.Wing.Muni.AP.726564_TMY3.zip
CATACAMAS,-,HND,SWERA,787140,14.9,-85.93,-6,442,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/HND_Catacamas.787140_SWERA.zip
Eugene Mahlon Sweet Arpt  Uo,OR,USA,TMY3,726930,44.05,-123.07,-8,109,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.zip
Lauder,Central Otago,New Zealand,TMY2 NIWA 5535 I59065,938510,-45.04,169.69,12,370,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/NZL_Central.Otago-Lauder.OC.938510_NIWA.zip
Cincinnati Northern Ky Ap,KY,USA,TMY3,724210,39.05,-84.67,-5,265,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.zip
Camp Pendleton Mcas,CA,USA,TMY3,722926,33.3,-117.35,-8,23,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Camp.Pendleton.MCAS.722926_TMY3.zip
Garze,Sichuan,CHN,CSWD,561460,31.62,100,8,3393.5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Sichuan.Garze.561460_CSWD.zip
Tabriz,-,IRN,ITMY,407060,38.05,46.17,3,1361,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IRN_Tabriz.407060_ITMY.zip
Galveston Scholes,TX,USA,TMY3,722420,29.3,-94.8,-6,16,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Galveston.722420_TMY3.zip
Hallock,MN,USA,TMY3,727478,48.78,-96.95,-6,250,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Hallock.727478_TMY3.zip
Wink Winkler County Ap,TX,USA,TMY3,722656,31.78,-103.2,-6,856,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Wink-Winkler.County.AP.722656_TMY3.zip
Glenwood  Asos,MN,USA,TMY3,726547,45.65,-95.32,-6,425,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Glenwood.AWOS.726547_TMY3.zip
STUTTGART,-,DEU,IWEC Data,107380,48.68,9.22,1,419,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/DEU_Stuttgart.107380_IWEC.zip
AMAPALA/LOS_PELONAS,-,HND,SWERA,787000,13.28,-87.67,-6,5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/HND_Amapala.787000_SWERA.zip
Valparaiso Elgin Afb,FL,USA,TMY3,722210,30.48,-86.52,-6,20,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Valparaiso-Elgin.AFB.722210_TMY3.zip
Sterling Rockfalls,IL,USA,TMY3,725326,41.75,-89.67,-6,197,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IL_Sterling-Rock.Falls-Whiteside.County.AP.725326_TMY3.zip
Meridian,MS,USA,TMY--13865,722340,32.33,-88.75,-6,94,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MS_Meridian-Key.Field.722340_TMY.zip
Pinar del Rio,-,CUB,SWERA,783150,22.42,-83.68,-5,51,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/CUB_Pinar.del.Rio.783150_SWERA.zip
Jiuquan,Gansu,CHN,CSWD,525330,39.77,98.48,8,1477.2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Gansu.Jiuquan.525330_CSWD.zip
PORTO,-,PRT,IWEC Data,85450,41.23,-8.68,0,73,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/PRT_Porto.085450_IWEC.zip
Bridgeport Sikorsky Memorial,CT,USA,TMY3,725040,41.18,-73.15,-5,3,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.zip
Bilbao,-,ESP,SWEC,8250,43.3,-2.93,1,298,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Bilbao.08250_SWEC.zip
ASWAN,-,EGY,IWEC Data,624140,23.97,32.78,2,194,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/1_africa_wmo_region_1/EGY_Aswan.624140_IWEC.zip
Greensboro Piedmont Triad Int,NC,USA,TMY3,723170,36.1,-79.95,-5,273,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.zip
Resko,-,POL,IMGW,122100,53.72,15.12,1,0,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Resko.122100_IMGW.zip
Mount Washington,NH,USA,TMY3,726130,44.27,-71.3,-5,1910,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NH_Mount.Washington.726130_TMY3.zip
Chojnice,-,POL,IMGW,122350,53.7,17.57,1,172,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Chojnice.122350_IMGW.zip
Texarkana Webb Field,AR,USA,TMY3,723418,33.45,-94,-6,110,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AR_Texarkana-Webb.Field.723418_TMY3.zip
Omaha Wsfo,NE,USA,TMY3,725530,41.37,-96.02,-6,399,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NE_Omaha.WSFO.725530_TMY3.zip
Plymouth Municipal,MA,USA,TMY3,725064,41.92,-70.73,-5,45,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MA_Plymouth.Muni.AP.725064_TMY3.zip
Kake Seaplane Base,AK,USA,TMY3,703855,56.97,-133.95,-9,0,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Kake.Seaplane.Base.703855_TMY3.zip
Xinmin,Liaoning,CHN,CSWD,543330,41.98,122.83,8,30.7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Liaoning.Xinmin.543330_CSWD.zip
Yazd,-,IRN,ITMY,408210,31.88,54.28,3,1237,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IRN_Yazd.408210_ITMY.zip
Johnstown Cambria County Ap,PA,USA,TMY3,725127,40.32,-78.83,-5,695,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Johnstown-Cambria.County.AP.725127_TMY3.zip
Poplar Bluff Amos,MO,USA,TMY3,723300,36.77,-90.47,-6,146,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MO_Poplar.Bluff.AWOS.723300_TMY3.zip
Golmud,Qinghai,CHN,CSWD,528180,36.42,94.9,8,2807.6,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Qinghai.Golmud.528180_CSWD.zip
Chuxiong,Yunnan,CHN,CSWD,567680,25.03,101.55,8,1824.1,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Yunnan.Chuxiong.567680_CSWD.zip
Lemoore Reeves Nas,CA,USA,TMY3,747020,36.33,-119.95,-8,73,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Lemoore.NAS.747020_TMY3.zip
BAILING-MIAO,-,CHN,SWERA,533520,41.7,110.43,8,1377,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Nei.Mongol.Bailingmiao.533520_SWERA.zip
St Paul Downtown Ap,MN,USA,TMY3,726584,44.93,-93.05,-6,220,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_St.Paul-Downtown.AP.726584_TMY3.zip
Sturgeon Bay,WI,USA,TMY3,726458,44.85,-87.42,-5,221,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WI_Sturgeon.Bay-Door.County.AP.726458_TMY3.zip
Lebork,-,POL,IMGW,121250,54.55,17.75,1,0,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Lebork.121250_IMGW.zip
Mengzi,Yunnan,CHN,CSWD,569850,23.38,103.38,8,1300.7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Yunnan.Mengzi.569850_CSWD.zip
North Bay,ON,CAN,WYEC2-B-04705,717310,46.35,-79.43,-5,371,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/3_canada/CAN_ON_North.Bay.717310_CWEC.zip
ALTAY,-,CHN,SWERA,510760,47.73,88.08,8,737,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Xinjiang.Uygur.Altay.510760_SWERA.zip
CHARLOTTE,NC,USA,TMY2-13881,723140,35.22,-80.93,-5,234,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Charlotte.723140_TMY2.zip
Bremerton National,WA,USA,TMY3,727928,47.48,-122.75,-8,137,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_WA_Bremerton.National.AP.727928_TMY3.zip
Beer Sheva City,-,ISR,MSI,401900,31.25,34.8,2,280,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ISR_Beer.Sheva.401900_MSI.zip
Winston Salem Reynolds Ap,NC,USA,TMY3,723193,36.13,-80.22,-5,296,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Winston.Salem-Smith.Reynolds.AP.723193_TMY3.zip
Des Moines,IA,USA,TMY--14933,725460,41.53,-93.65,-6,294,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Des.Moines.Intl.AP.725460_TMY.zip
Eagle,CO,USA,TMY--23063,724675,39.65,-106.92,-7,1993,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Eagle.County.Rgnl.AP.724675_TMY.zip
Webster City,IA,USA,TMY3,725478,42.43,-93.87,-6,342,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IA_Webster.City.Muni.AP.725478_TMY3.zip
Grand Junction Walker Field,CO,USA,TMY3,724760,39.13,-108.53,-7,1475,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CO_Grand.Junction-Walker.Field.724760_TMY3.zip
MEMPHIS,TN,USA,TMY2-13893,723340,35.05,-89.98,-6,87,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TN_Memphis.723340_TMY2.zip
Leshan,Sichuan,CHN,CSWD,563860,29.57,103.75,8,424.2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Sichuan.Leshan.563860_CSWD.zip
Launceston-Ti Tree Ben,TAS,AUS,RMY,949690,-41.42,147.12,10,5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_TAS.Launceston-Ti.Tree.Bend.949690_RMY.zip
MANILA,-,PHL,IWEC Data,984290,14.52,121,8,21,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/PHL_Manila.984290_IWEC.zip
BRADFORD,PA,USA,TMY2-04751,725266,41.8,-78.63,-5,600,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Bradford.725266_TMY2.zip
Ceuta,-,ESP,SWEC,603200,35.89,-5.29,1,38,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Ceuta.603200_SWEC.zip
Aurangabad,Maharashtra,IND,ISHRAE,430140,19.88,75.33,5.5,581,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/IND_Aurangabad.430140_ISHRAE.zip
Dongsheng,Nei Mongol,CHN,CSWD,535430,39.83,109.98,8,1461.9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Nei.Mongol.Dongsheng.535430_CSWD.zip
Medford,OR,USA,TMY--24225,725970,42.37,-122.87,-8,405,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY.zip
Amarillo International Ap  Can,TX,USA,TMY3,723630,34.99,-101.9,-6,1068,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_TX_Amarillo.Intl.AP.723630_TMY3.zip
Aurora Municipal,IL,USA,TMY3,744655,41.77,-88.47,-6,215,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_IL_Aurora.Muni.AP.744655_TMY3.zip
Xilinhot,Nei Mongol,CHN,CSWD,541020,43.95,116.12,8,1003,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Nei.Mongol.Xilinhot.541020_CSWD.zip
GAN_ISLAND,-,MDV,SWERA,435990,-0.68,73.15,5,2,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/MDV_Gan.Island.435990_SWERA.zip
Perth Airport,WA,AUS,RMY,946100,-31.93,115.97,8,20,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/AUS_WA.Perth.Airport.946100_RMY.zip
Asheville,NC,USA,TMY-- 3812,723150,35.43,-82.55,-5,661,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Asheville.Rgnl.AP.723150_TMY.zip
Catania-Fontanarossa,-,ITA,IGDG,164600,37.47,15.05,1,17,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ITA_Catania-Fontanarossa.164600_IGDG.zip
Memorial Fld,AR,USA,TMY3,723415,34.47,-93.1,-6,169,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AR_Hot.Springs.Mem.AP.723415_TMY3.zip
Norwood Memorial,MA,USA,TMY3,725098,42.18,-71.18,-5,15,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MA_Norwood.Mem.AP.725098_TMY3.zip
Karamay,Xinjiang Uygur,CHN,CSWD,512430,45.62,84.85,8,449.5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Xinjiang.Uygur.Karamay.512430_CSWD.zip
Shaoguan,Guangdong,CHN,CSWD,590820,24.68,113.6,8,61,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guangdong.Shaoguan.590820_CSWD.zip
WELLINGTON,-,NZL,IWEC Data,934360,-41.3,174.78,12,67,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/5_southwest_pacific_wmo_region_5/NZL_Wellington.Wellington.934360_IWEC.zip
SALZBURG,-,AUT,IWEC Data,111500,47.8,13,1,450,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/AUT_Salzburg.111500_IWEC.zip
Fort Bragg Simmons Aaf,NC,USA,TMY3,746930,35.13,-78.93,-5,93,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NC_Fort.Bragg-Simmons.AAF.746930_TMY3.zip
HOUGHTON,MI,USA,TMY2-94814,727440,47.17,-88.5,-5,329,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MI_Houghton.727440_TMY2.zip
Wheaton Ndb  Awos,MN,USA,TMY3,727533,45.7,-96.5,-6,313,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_MN_Wheaton.AWOS.727533_TMY3.zip
Sacramento Metropolitan Ap,CA,USA,TMY3,724839,38.7,-121.58,-8,7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_CA_Sacramento.Metro.AP.724839_TMY3.zip
Hechi,Guangxi Zhuang,CHN,CSWD,590230,24.7,108.05,8,211,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guangxi.Zhuang.Hechi.590230_CSWD.zip
Haikou,Hainan,CHN,CSWD,597580,20.03,110.35,8,13.9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Hainan.Haikou.597580_CSWD.zip
Reading Spaatz Field,PA,USA,TMY3,725103,40.37,-75.97,-5,104,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3.zip
Adak NAS,AK,USA,TMY--25704,704540,51.88,-176.65,-10,5,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AK_Adak.NAS.704540_TMY.zip
ULAANBATAAR,-,MNG,IWEC Data,442920,47.93,106.98,8,1316,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/MNG_Ulaanbataar.442920_IWEC.zip
Gadsen Muni  Awos,AL,USA,TMY3,722285,33.97,-86.08,-6,173,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_AL_Gadsen.Muni.AWOS.722285_TMY3.zip
Jacksonville Nas,FL,USA,TMY3,722065,30.23,-81.67,-5,9,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_FL_Jacksonville.NAS.722065_TMY3.zip
Millville Municipal Ap,NJ,USA,TMY3,724075,39.37,-75.08,-5,21,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NJ_Millville.Muni.AP.724075_TMY3.zip
Kielce,-,POL,IMGW,125700,50.83,20.67,1,261,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/POL_Kielce.125700_IMGW.zip
Wendover Usaf Auxiliary Field,UT,USA,TMY3,725810,40.72,-114.03,-8,1291,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_UT_Wendover.USAF.Auxiliary.Field.725810_TMY3.zip
Charleston,SC,USA,TMY--13880,722080,32.9,-80.03,-5,15,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_SC_Charleston.Intl.AP.722080_TMY.zip
Bellevue Offutt Afb,NE,USA,TMY3,725540,41.12,-95.92,-6,319,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_NE_Bellevue-Offutt.AFB.725540_TMY3.zip
Pocatello,ID,USA,TMY--24156,725780,42.92,-112.6,-7,1365,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/4_north_and_central_america_wmo_region_4/1_usa/USA_ID_Pocatello.Muni.AP.725780_TMY.zip
Nangqen,Qinghai,CHN,CSWD,561250,32.2,96.48,8,3643.7,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Qinghai.Nangqen.561250_CSWD.zip
Dianbai,Guangdong,CHN,CSWD,596640,21.5,111,8,11.8,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/2_asia_wmo_region_2/CHN_Guangdong.Dianbai.596640_CSWD.zip
SANTA_MARIA,-,BRA,SWERA,839360,-29.7,-53.7,-3,114,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/3_south_america_wmo_region_3/BRA_Santa.Maria.839360_SWERA.zip
Badajoz,-,ESP,SWEC,83300,38.88,-6.81,1,350,http://apps1.eere.energy.gov/buildings/energyplus/weatherdata/6_europe_wmo_region_6/ESP_Badajoz.083300_SWEC.zip
